"point_id";"hour_of_day";"yearly_hour_traffic";"yearly_traffic";"hourly_factor"
"10537V1125836";12;20817;369001;0,0564144812615684
"10537V1125836";13;21895;369001;0,0593358825585839
"10537V1125836";14;25271;369001;0,0684849092549885
"10537V1125836";15;37204;369001;0,100823575003862
"10537V1125836";16;33917;369001;0,0919157400657451
"10537V1125836";17;25630;369001;0,0694578063474083
"10537V1125836";18;21677;369001;0,0587450982517663
"10537V1125836";19;17935;369001;0,0486042043246495
"10537V1125836";20;14520;369001;0,0393494868577592
"10537V1125836";21;10895;369001;0,0295256652420996
"10537V1125836";22;8557;369001;0,0231896390524687
"10537V1125836";23;5695;369001;0,0154335625106707
"12135V1126309";0;38198;4839451;0,00789304406636207
"12135V1126309";1;25242;4839451;0,00521588089227476
"12135V1126309";2;17543;4839451;0,00362499795947929
"12135V1126309";3;15016;4839451;0,00310283129222716
"12135V1126309";4;16662;4839451;0,00344295251672142
"12135V1126309";5;23972;4839451;0,00495345443109146
"12135V1126309";6;110739;4839451;0,02288255424014
"12135V1126309";7;296967;4839451;0,0613637786600174
"12135V1126309";8;250043;4839451;0,0516676375068164
"12135V1126309";9;206229;4839451;0,0426141312310012
"12135V1126309";10;244647;4839451;0,0505526349993005
"12135V1126309";11;282036;4839451;0,0582785113435388
"12135V1126309";12;304762;4839451;0,0629744985536583
"12135V1126309";13;325510;4839451;0,06726176171636
"12135V1126309";14;360383;4839451;0,0744677443784429
"12135V1126309";15;465239;4839451;0,0961346648617787
"12135V1126309";16;406707;4839451;0,0840399045263605
"12135V1126309";17;307932;4839451;0,0636295315315725
"12135V1126309";18;292147;4839451;0,0603677979175737
"12135V1126309";19;270156;4839451;0,0558236874389264
"12135V1126309";20;218968;4839451;0,0452464546081777
"12135V1126309";21;163293;4839451;0,0337420504929175
"12135V1126309";22;121206;4839451;0,0250454028773098
"12135V1126309";23;75854;4839451;0,0156740919579514
"12236V1693223";0;3188;656648;0,00485496034405039
"12236V1693223";1;2402;656648;0,00365797200326507
"12236V1693223";2;1581;656648;0,00240768265493841
"12236V1693223";3;887;656648;0,00135079981969031
"12236V1693223";4;619;656648;0,000942666390516685
"12236V1693223";5;2228;656648;0,00339298985148816
