trp,"speed_range",Count
99454V104306,"from:15,to:300",13203
63493V248904,"from:0,to:15",0
63493V248904,"from:15,to:300",13407
46801V2562048,"from:0,to:15",0
46801V2562048,"from:15,to:300",13385
74892V1059997,"from:0,to:15",1
74892V1059997,"from:15,to:300",13339
06760V704724,"from:0,to:15",0
06760V704724,"from:15,to:300",13332
27069V885282,"from:0,to:15",3
27069V885282,"from:15,to:300",13314
67508V1175849,"from:0,to:15",0
67508V1175849,"from:15,to:300",13294
17838V930639,"from:0,to:15",213
17838V930639,"from:15,to:300",13079
81477V249074,"from:0,to:15",3
81477V249074,"from:15,to:300",13271
40830V805015,"from:0,to:15",49
40830V805015,"from:15,to:300",13215
37343V1060687,"from:0,to:15",3
37343V1060687,"from:15,to:300",13225
15329V704987,"from:0,to:15",2
15329V704987,"from:15,to:300",13185
57234V2491268,"from:0,to:15",16
57234V2491268,"from:15,to:300",13153
12706V804742,"from:0,to:15",992
12706V804742,"from:15,to:300",12157
59387V22200,"from:0,to:15",11
59387V22200,"from:15,to:300",13134
07068V704846,"from:0,to:15",0
07068V704846,"from:15,to:300",13133
99999V444329,"from:0,to:15",67
99999V444329,"from:15,to:300",13054
48519V971388,"from:0,to:15",0
48519V971388,"from:15,to:300",13091
17112V578112,"from:0,to:15",1
17112V578112,"from:15,to:300",13078
57634V971389,"from:0,to:15",11
57634V971389,"from:15,to:300",13012
96883V2682363,"from:0,to:15",2
96883V2682363,"from:15,to:300",13018
20575V121775,"from:0,to:15",5
20575V121775,"from:15,to:300",12942
70446V72833,"from:0,to:15",7
70446V72833,"from:15,to:300",12934
26312V971509,"from:0,to:15",1
26312V971509,"from:15,to:300",12934
35284V805663,"from:0,to:15",2
35284V805663,"from:15,to:300",12825
66661V1944424,"from:0,to:15",108
66661V1944424,"from:15,to:300",12718
13515V1175879,"from:0,to:15",2
13515V1175879,"from:15,to:300",12803
64284V705207,"from:0,to:15",0
64284V705207,"from:15,to:300",12790
91582V930281,"from:0,to:15",16
91582V930281,"from:15,to:300",12715
96409V1175856,"from:0,to:15",1
96409V1175856,"from:15,to:300",12706
75719V249047,"from:0,to:15",10
75719V249047,"from:15,to:300",12693
13093V804836,"from:0,to:15",5
13093V804836,"from:15,to:300",12690
25794V1212530,"from:0,to:15",0
25794V1212530,"from:15,to:300",12688
12167V1060414,"from:0,to:15",4
12167V1060414,"from:15,to:300",12675
34711V705268,"from:0,to:15",1
34711V705268,"from:15,to:300",12666
52699V805694,"from:0,to:15",28
52699V805694,"from:15,to:300",12591
63287V521386,"from:0,to:15",0
63287V521386,"from:15,to:300",12614
19690V804744,"from:0,to:15",16
19690V804744,"from:15,to:300",12589
04940V249435,"from:0,to:15",85
04940V249435,"from:15,to:300",12483
09047V805597,"from:0,to:15",4
09047V805597,"from:15,to:300",12559
99846V2429627,"from:0,to:15",2
99846V2429627,"from:15,to:300",12544
09932V443457,"from:0,to:15",1
09932V443457,"from:15,to:300",12532
22271V2518818,"from:0,to:15",259
22271V2518818,"from:15,to:300",12165
52324V704624,"from:0,to:15",1
52324V704624,"from:15,to:300",12403
03169V885952,"from:0,to:15",1
03169V885952,"from:15,to:300",12391
50788V1060694,"from:0,to:15",0
50788V1060694,"from:15,to:300",12390
84228V444357,"from:0,to:15",3
84228V444357,"from:15,to:300",12348
09333V2677225,"from:0,to:15",0
09333V2677225,"from:15,to:300",12348
95067V1885981,"from:0,to:15",372
95067V1885981,"from:15,to:300",11973
92719V1125906,"from:0,to:15",15
92719V1125906,"from:15,to:300",12323
58686V971793,"from:0,to:15",0
58686V971793,"from:15,to:300",12335
90781V704682,"from:0,to:15",60
90781V704682,"from:15,to:300",12255
46784V705222,"from:0,to:15",2
46784V705222,"from:15,to:300",12214
77500V2037728,"from:0,to:15",31
77500V2037728,"from:15,to:300",12176
03093V886126,"from:0,to:15",581
03093V886126,"from:15,to:300",11567
31675V885942,"from:0,to:15",1
31675V885942,"from:15,to:300",12093
39158V121754,"from:0,to:15",0
39158V121754,"from:15,to:300",12087
00805V72292,"from:0,to:15",12
00805V72292,"from:15,to:300",12068
78805V2347241,"from:0,to:15",283
78805V2347241,"from:15,to:300",11794
66164V886014,"from:0,to:15",1
66164V886014,"from:15,to:300",12019
87721V2695722,"from:0,to:15",12
87721V2695722,"from:15,to:300",12003
87686V521452,"from:0,to:15",1
87686V521452,"from:15,to:300",11993
01476V704695,"from:0,to:15",48
01476V704695,"from:15,to:300",11918
88980V805612,"from:0,to:15",0
88980V805612,"from:15,to:300",11943
00989V704704,"from:0,to:15",16
00989V704704,"from:15,to:300",11863
49611V249530,"from:0,to:15",6
49611V249530,"from:15,to:300",11797
68114V1175858,"from:0,to:15",0
68114V1175858,"from:15,to:300",11769
87500V2407154,"from:0,to:15",54
87500V2407154,"from:15,to:300",11597
63028V72219,"from:0,to:15",11
63028V72219,"from:15,to:300",11565
85579V930653,"from:0,to:15",26
85579V930653,"from:15,to:300",11508
43689V2467969,"from:0,to:15",0
43689V2467969,"from:15,to:300",11528
45162V443741,"from:0,to:15",0
45162V443741,"from:15,to:300",11511
53286V2373798,"from:0,to:15",0
53286V2373798,"from:15,to:300",11498
85239V2562217,"from:0,to:15",49
85239V2562217,"from:15,to:300",11405
15154V22207,"from:0,to:15",2
15154V22207,"from:15,to:300",11404
97970V930577,"from:0,to:15",116
97970V930577,"from:15,to:300",11267
76251V521213,"from:0,to:15",1
76251V521213,"from:15,to:300",11381
60757V384046,"from:0,to:15",1
60757V384046,"from:15,to:300",11351
17937V578125,"from:0,to:15",222
17937V578125,"from:15,to:300",11122
90978V1126285,"from:0,to:15",3
90978V1126285,"from:15,to:300",11335
90080V121452,"from:0,to:15",0
90080V121452,"from:15,to:300",11334
01141V319864,"from:0,to:15",6
01141V319864,"from:15,to:300",11325
95375V121638,"from:0,to:15",15
95375V121638,"from:15,to:300",11276
06871V443706,"from:0,to:15",4
06871V443706,"from:15,to:300",11276
11160V443688,"from:0,to:15",1
11160V443688,"from:15,to:300",11278
81350V444302,"from:0,to:15",10
81350V444302,"from:15,to:300",11267
00875V249529,"from:0,to:15",8
00875V249529,"from:15,to:300",11267
08666V930617,"from:0,to:15",5
08666V930617,"from:15,to:300",11266
25614V521450,"from:0,to:15",99
25614V521450,"from:15,to:300",11153
80415V249077,"from:0,to:15",2
80415V249077,"from:15,to:300",11210
53504V704979,"from:0,to:15",88
53504V704979,"from:15,to:300",11122
55622V384514,"from:0,to:15",1
55622V384514,"from:15,to:300",11195
66505V971814,"from:0,to:15",1
66505V971814,"from:15,to:300",11098
16882V1175874,"from:0,to:15",25
16882V1175874,"from:15,to:300",11067
75365V1126296,"from:0,to:15",69
75365V1126296,"from:15,to:300",10990
62279V805789,"from:0,to:15",26
62279V805789,"from:15,to:300",11019
17322V1201949,"from:0,to:15",43
17322V1201949,"from:15,to:300",10997
71989V885955,"from:0,to:15",0
71989V885955,"from:15,to:300",11008
19374V444248,"from:0,to:15",2
19374V444248,"from:15,to:300",10997
64609V704631,"from:0,to:15",7
64609V704631,"from:15,to:300",10967
01050V1126115,"from:0,to:15",50
01050V1126115,"from:15,to:300",10907
62500V2554003,"from:0,to:15",731
62500V2554003,"from:15,to:300",10222
81777V2314690,"from:0,to:15",1
81777V2314690,"from:15,to:300",10922
56133V249438,"from:0,to:15",0
56133V249438,"from:15,to:300",10913
14804V249072,"from:0,to:15",6
14804V249072,"from:15,to:300",10856
61929V2422166,"from:0,to:15",198
61929V2422166,"from:15,to:300",10617
51972V705259,"from:0,to:15",33
51972V705259,"from:15,to:300",10765
69452V384101,"from:0,to:15",3
69452V384101,"from:15,to:300",10732
89210V971561,"from:0,to:15",19
89210V971561,"from:15,to:300",10708
15913V443596,"from:0,to:15",1
15913V443596,"from:15,to:300",10714
76092V705200,"from:0,to:15",0
76092V705200,"from:15,to:300",10714
88184V2303031,"from:0,to:15",24
88184V2303031,"from:15,to:300",10529
48178V705242,"from:0,to:15",12
48178V705242,"from:15,to:300",10537
35874V704871,"from:0,to:15",26
35874V704871,"from:15,to:300",10518
92008V443199,"from:0,to:15",0
92008V443199,"from:15,to:300",10532
01130V1175889,"from:0,to:15",10
01130V1175889,"from:15,to:300",10463
27620V885957,"from:0,to:15",10
27620V885957,"from:15,to:300",10435
76277V971782,"from:0,to:15",1
76277V971782,"from:15,to:300",10441
93855V249581,"from:0,to:15",2
93855V249581,"from:15,to:300",10421
42686V971784,"from:0,to:15",21
42686V971784,"from:15,to:300",10394
14770V885184,"from:0,to:15",4
14770V885184,"from:15,to:300",10390
83740V384360,"from:0,to:15",11
83740V384360,"from:15,to:300",10373
77685V578099,"from:0,to:15",0
77685V578099,"from:15,to:300",10382
43803V249522,"from:0,to:15",1
43803V249522,"from:15,to:300",10341
12196V249298,"from:0,to:15",3
12196V249298,"from:15,to:300",10273
14551V705197,"from:0,to:15",0
14551V705197,"from:15,to:300",10254
18934V625464,"from:0,to:15",0
18934V625464,"from:15,to:300",10198
17089V1201931,"from:0,to:15",45
17089V1201931,"from:15,to:300",10143
44003V705284,"from:0,to:15",12
44003V705284,"from:15,to:300",10105
21565V1060643,"from:0,to:15",5
21565V1060643,"from:15,to:300",10069
18959V1796996,"from:0,to:15",0
18959V1796996,"from:15,to:300",10022
50344V444250,"from:0,to:15",1
50344V444250,"from:15,to:300",9996
64481V971430,"from:0,to:15",7
64481V971430,"from:15,to:300",9972
31429V2791530,"from:0,to:15",0
31429V2791530,"from:15,to:300",9973
38224V384485,"from:0,to:15",0
38224V384485,"from:15,to:300",9922
97995V1175857,"from:0,to:15",1
97995V1175857,"from:15,to:300",9909
32146V249669,"from:0,to:15",1
32146V249669,"from:15,to:300",9908
57172V1717667,"from:0,to:15",2
57172V1717667,"from:15,to:300",9862
43761V1724813,"from:0,to:15",3
43761V1724813,"from:15,to:300",9860
07878V384491,"from:0,to:15",1
07878V384491,"from:15,to:300",9857
25779V2413305,"from:0,to:15",0
25779V2413305,"from:15,to:300",9856
09371V971427,"from:0,to:15",4
09371V971427,"from:15,to:300",9812
61425V181294,"from:0,to:15",0
61425V181294,"from:15,to:300",9807
60707V249015,"from:0,to:15",0
60707V249015,"from:15,to:300",9797
86688V971471,"from:0,to:15",7
86688V971471,"from:15,to:300",9762
22326V805039,"from:0,to:15",5
22326V805039,"from:15,to:300",9752
05960V384024,"from:0,to:15",2
05960V384024,"from:15,to:300",9711
48910V72822,"from:0,to:15",34
48910V72822,"from:15,to:300",9660
19572V1060262,"from:0,to:15",0
19572V1060262,"from:15,to:300",9669
56374V705257,"from:0,to:15",1
56374V705257,"from:15,to:300",9609
17482V319932,"from:0,to:15",0
17482V319932,"from:15,to:300",9592
13899V320595,"from:0,to:15",0
13899V320595,"from:15,to:300",9573
86172V1125769,"from:0,to:15",8
86172V1125769,"from:15,to:300",9538
71701V443203,"from:0,to:15",0
71701V443203,"from:15,to:300",9530
70741V384496,"from:0,to:15",0
70741V384496,"from:15,to:300",9519
22051V1175839,"from:0,to:15",4
22051V1175839,"from:15,to:300",9510
79453V885912,"from:0,to:15",8
79453V885912,"from:15,to:300",9494
27789V885230,"from:0,to:15",4
27789V885230,"from:15,to:300",9476
83641V1126289,"from:0,to:15",13
83641V1126289,"from:15,to:300",9448
39626V1060657,"from:0,to:15",0
39626V1060657,"from:15,to:300",9423
12510V521383,"from:0,to:15",17
12510V521383,"from:15,to:300",9398
72332V249578,"from:0,to:15",0
72332V249578,"from:15,to:300",9354
63545V180918,"from:0,to:15",115
63545V180918,"from:15,to:300",9232
00776V930459,"from:0,to:15",299
00776V930459,"from:15,to:300",9018
58509V804762,"from:0,to:15",1
58509V804762,"from:15,to:300",9272
54127V1688202,"from:0,to:15",5
54127V1688202,"from:15,to:300",9265
97411V72313,"from:0,to:15",8
97411V72313,"from:15,to:300",9255
37462V1060672,"from:0,to:15",1
37462V1060672,"from:15,to:300",9247
85389V805037,"from:0,to:15",44
85389V805037,"from:15,to:300",9188
43051V72322,"from:0,to:15",8
43051V72322,"from:15,to:300",9187
67742V1060674,"from:0,to:15",8
67742V1060674,"from:15,to:300",9163
27566V121337,"from:0,to:15",56
27566V121337,"from:15,to:300",9108
01236V705218,"from:0,to:15",0
01236V705218,"from:15,to:300",9160
62952V1175584,"from:0,to:15",15
62952V1175584,"from:15,to:300",9144
14061V443595,"from:0,to:15",0
14061V443595,"from:15,to:300",9101
12349V1175828,"from:0,to:15",3
12349V1175828,"from:15,to:300",9093
36449V625237,"from:0,to:15",8
36449V625237,"from:15,to:300",9023
16882V1126285,"from:0,to:15",5
16882V1126285,"from:15,to:300",9003
47166V804764,"from:0,to:15",1
47166V804764,"from:15,to:300",9007
32044V121780,"from:0,to:15",0
32044V121780,"from:15,to:300",8973
15931V2303033,"from:0,to:15",4
15931V2303033,"from:15,to:300",8965
18632V249231,"from:0,to:15",0
18632V249231,"from:15,to:300",8957
92869V805019,"from:0,to:15",87
92869V805019,"from:15,to:300",8870
01321V384506,"from:0,to:15",0
01321V384506,"from:15,to:300",8947
27992V121431,"from:0,to:15",6
27992V121431,"from:15,to:300",8933
65484V930593,"from:0,to:15",1
65484V930593,"from:15,to:300",8924
94233V21762,"from:0,to:15",0
94233V21762,"from:15,to:300",8920
00655V249668,"from:0,to:15",6
00655V249668,"from:15,to:300",8908
69985V1175492,"from:0,to:15",0
69985V1175492,"from:15,to:300",8873
82726V521407,"from:0,to:15",1
82726V521407,"from:15,to:300",8842
15978V1175479,"from:0,to:15",3
15978V1175479,"from:15,to:300",8821
54644V2518837,"from:0,to:15",11
54644V2518837,"from:15,to:300",8797
96715V521387,"from:0,to:15",2
96715V521387,"from:15,to:300",8805
33419V930316,"from:0,to:15",36
33419V930316,"from:15,to:300",8770
69306V704961,"from:0,to:15",11
69306V704961,"from:15,to:300",8738
96108V249029,"from:0,to:15",243
96108V249029,"from:15,to:300",8503
73391V704580,"from:0,to:15",7
73391V704580,"from:15,to:300",8730
51205V704697,"from:0,to:15",1
51205V704697,"from:15,to:300",8733
38053V2473660,"from:0,to:15",11
38053V2473660,"from:15,to:300",8709
81446V625466,"from:0,to:15",7
81446V625466,"from:15,to:300",8684
72958V805656,"from:0,to:15",1
72958V805656,"from:15,to:300",8689
74472V249451,"from:0,to:15",6
74472V249451,"from:15,to:300",8653
96596V971417,"from:0,to:15",0
96596V971417,"from:15,to:300",8659
49551V444021,"from:0,to:15",0
49551V444021,"from:15,to:300",8648
69803V121343,"from:0,to:15",11
69803V121343,"from:15,to:300",8622
85077V249627,"from:0,to:15",0
85077V249627,"from:15,to:300",8605
11593V886029,"from:0,to:15",0
11593V886029,"from:15,to:300",8594
82641V705036,"from:0,to:15",6
82641V705036,"from:15,to:300",8587
20516V705197,"from:0,to:15",19
20516V705197,"from:15,to:300",8552
34684V384477,"from:0,to:15",1
34684V384477,"from:15,to:300",8556
01622V578649,"from:0,to:15",0
01622V578649,"from:15,to:300",8471
82860V885983,"from:0,to:15",5
82860V885983,"from:15,to:300",8457
13086V72353,"from:0,to:15",1
13086V72353,"from:15,to:300",8459
88157V885938,"from:0,to:15",4
88157V885938,"from:15,to:300",8412
62500V2791531,"from:0,to:15",0
62500V2791531,"from:15,to:300",8407
12288V249399,"from:0,to:15",9
12288V249399,"from:15,to:300",8395
02377V705363,"from:0,to:15",4
02377V705363,"from:15,to:300",8384
99950V704686,"from:0,to:15",2
99950V704686,"from:15,to:300",8385
08446V805082,"from:0,to:15",6
08446V805082,"from:15,to:300",8372
04903V72635,"from:0,to:15",6
04903V72635,"from:15,to:300",8324
91821V930281,"from:0,to:15",10
91821V930281,"from:15,to:300",8299
60539V248942,"from:0,to:15",0
60539V248942,"from:15,to:300",8307
72525V930309,"from:0,to:15",0
72525V930309,"from:15,to:300",8298
14231V2545190,"from:0,to:15",52
14231V2545190,"from:15,to:300",8210
65613V121784,"from:0,to:15",6
65613V121784,"from:15,to:300",8251
29481V384100,"from:0,to:15",9
29481V384100,"from:15,to:300",8232
66320V249614,"from:0,to:15",0
66320V249614,"from:15,to:300",8228
01154V1126338,"from:0,to:15",12
01154V1126338,"from:15,to:300",8203
36539V181297,"from:0,to:15",3
36539V181297,"from:15,to:300",8202
49430V1825684,"from:0,to:15",20
49430V1825684,"from:15,to:300",8183
52242V805706,"from:0,to:15",3
52242V805706,"from:15,to:300",8183
80777V121763,"from:0,to:15",1
80777V121763,"from:15,to:300",8173
55982V384008,"from:0,to:15",2
55982V384008,"from:15,to:300",8164
09537V384484,"from:0,to:15",1
09537V384484,"from:15,to:300",8153
64986V705274,"from:0,to:15",17
64986V705274,"from:15,to:300",8134
86717V885139,"from:0,to:15",16
86717V885139,"from:15,to:300",8110
07057V705058,"from:0,to:15",1
07057V705058,"from:15,to:300",8110
82969V885979,"from:0,to:15",2
82969V885979,"from:15,to:300",8082
10980V1060121,"from:0,to:15",0
10980V1060121,"from:15,to:300",8069
34849V22154,"from:0,to:15",1
34849V22154,"from:15,to:300",8040
92375V704717,"from:0,to:15",13
92375V704717,"from:15,to:300",7961
03658V1885986,"from:0,to:15",0
03658V1885986,"from:15,to:300",7970
14030V705244,"from:0,to:15",1
14030V705244,"from:15,to:300",7952
67664V384034,"from:0,to:15",6
67664V384034,"from:15,to:300",7906
17134V1175669,"from:0,to:15",0
17134V1175669,"from:15,to:300",7887
11440V705362,"from:0,to:15",41
11440V705362,"from:15,to:300",7832
39464V1126283,"from:0,to:15",33
39464V1126283,"from:15,to:300",7837
12236V1693223,"from:0,to:15",2
12236V1693223,"from:15,to:300",7847
63904V885194,"from:0,to:15",18
63904V885194,"from:15,to:300",7829
38203V2433139,"from:0,to:15",0
38203V2433139,"from:15,to:300",7808
07651V121785,"from:0,to:15",5
07651V121785,"from:15,to:300",7787
87256V1213675,"from:0,to:15",2
87256V1213675,"from:15,to:300",7755
51439V805694,"from:0,to:15",5
51439V805694,"from:15,to:300",7734
74431V384079,"from:0,to:15",0
74431V384079,"from:15,to:300",7712
07599V2390266,"from:0,to:15",6
07599V2390266,"from:15,to:300",7612
60585V521136,"from:0,to:15",3
60585V521136,"from:15,to:300",7610
72647V705260,"from:0,to:15",12
72647V705260,"from:15,to:300",7562
16779V705256,"from:0,to:15",3
16779V705256,"from:15,to:300",7567
91556V2721320,"from:0,to:15",1
91556V2721320,"from:15,to:300",7550
00387V578273,"from:0,to:15",74
00387V578273,"from:15,to:300",7445
31588V886040,"from:0,to:15",67
31588V886040,"from:15,to:300",7427
04922V971497,"from:0,to:15",2
04922V971497,"from:15,to:300",7489
23294V705289,"from:0,to:15",14
23294V705289,"from:15,to:300",7472
20226V1060660,"from:0,to:15",6
20226V1060660,"from:15,to:300",7468
09747V705130,"from:0,to:15",149
09747V705130,"from:15,to:300",7295
82888V886041,"from:0,to:15",2
82888V886041,"from:15,to:300",7394
49772V181256,"from:0,to:15",0
49772V181256,"from:15,to:300",7395
90914V1885978,"from:0,to:15",60
90914V1885978,"from:15,to:300",7299
13606V2303025,"from:0,to:15",0
13606V2303025,"from:15,to:300",7347
68255V805644,"from:0,to:15",0
68255V805644,"from:15,to:300",7337
14656V2499876,"from:0,to:15",0
14656V2499876,"from:15,to:300",7320
96654V2568305,"from:0,to:15",0
96654V2568305,"from:15,to:300",7319
85320V885198,"from:0,to:15",3
85320V885198,"from:15,to:300",7300
78804V704966,"from:0,to:15",1
78804V704966,"from:15,to:300",7296
38238V705236,"from:0,to:15",25
38238V705236,"from:15,to:300",7271
63138V1060189,"from:0,to:15",29
63138V1060189,"from:15,to:300",7215
74001V578650,"from:0,to:15",8
74001V578650,"from:15,to:300",7232
35511V805647,"from:0,to:15",1
35511V805647,"from:15,to:300",7235
19085V885118,"from:0,to:15",2
19085V885118,"from:15,to:300",7225
63209V971634,"from:0,to:15",11
63209V971634,"from:15,to:300",7212
92855V704641,"from:0,to:15",1
92855V704641,"from:15,to:300",7135
82442V249077,"from:0,to:15",120
82442V249077,"from:15,to:300",7015
70779V805678,"from:0,to:15",1
70779V805678,"from:15,to:300",7128
29869V704992,"from:0,to:15",0
29869V704992,"from:15,to:300",7123
04883V1704241,"from:0,to:15",0
04883V1704241,"from:15,to:300",7086
55439V320125,"from:0,to:15",8
55439V320125,"from:15,to:300",7063
65182V384013,"from:0,to:15",26
65182V384013,"from:15,to:300",7034
21252V704759,"from:0,to:15",4
21252V704759,"from:15,to:300",7041
77470V2664206,"from:0,to:15",3
77470V2664206,"from:15,to:300",7019
18554V248977,"from:0,to:15",2
18554V248977,"from:15,to:300",7011
19632V1665341,"from:0,to:15",41
19632V1665341,"from:15,to:300",6935
64839V705283,"from:0,to:15",4
64839V705283,"from:15,to:300",6950
96084V320596,"from:0,to:15",1
96084V320596,"from:15,to:300",6945
89457V2303027,"from:0,to:15",24
89457V2303027,"from:15,to:300",6908
92486V1126283,"from:0,to:15",0
92486V1126283,"from:15,to:300",6907
34755V249562,"from:0,to:15",46
34755V249562,"from:15,to:300",6849
10701V249565,"from:0,to:15",6
10701V249565,"from:15,to:300",6856
73430V1175835,"from:0,to:15",6
73430V1175835,"from:15,to:300",6849
65601V2518819,"from:0,to:15",0
65601V2518819,"from:15,to:300",6827
62685V885925,"from:0,to:15",1
62685V885925,"from:15,to:300",6823
48709V72837,"from:0,to:15",4
48709V72837,"from:15,to:300",6817
73005V249534,"from:0,to:15",7
73005V249534,"from:15,to:300",6813
72557V885913,"from:0,to:15",0
72557V885913,"from:15,to:300",6810
09081V804807,"from:0,to:15",0
09081V804807,"from:15,to:300",6805
58090V805313,"from:0,to:15",22
58090V805313,"from:15,to:300",6781
69284V705266,"from:0,to:15",11
69284V705266,"from:15,to:300",6762
81666V249662,"from:0,to:15",7
81666V249662,"from:15,to:300",6753
19474V885911,"from:0,to:15",2
19474V885911,"from:15,to:300",6754
22622V705245,"from:0,to:15",1
22622V705245,"from:15,to:300",6737
49666V1126313,"from:0,to:15",47
49666V1126313,"from:15,to:300",6689
23045V2441493,"from:0,to:15",3
23045V2441493,"from:15,to:300",6729
88422V384010,"from:0,to:15",0
88422V384010,"from:15,to:300",6730
62879V22181,"from:0,to:15",0
62879V22181,"from:15,to:300",6727
73457V705267,"from:0,to:15",5
73457V705267,"from:15,to:300",6707
77465V384509,"from:0,to:15",0
77465V384509,"from:15,to:300",6706
41312V705204,"from:0,to:15",1
41312V705204,"from:15,to:300",6688
43916V384471,"from:0,to:15",2
43916V384471,"from:15,to:300",6684
47061V704629,"from:0,to:15",0
47061V704629,"from:15,to:300",6680
31891V249584,"from:0,to:15",11
31891V249584,"from:15,to:300",6648
70520V1060274,"from:0,to:15",19
70520V1060274,"from:15,to:300",6639
13278V121819,"from:0,to:15",16
13278V121819,"from:15,to:300",6632
07664V885976,"from:0,to:15",1
07664V885976,"from:15,to:300",6634
08057V2475663,"from:0,to:15",45
08057V2475663,"from:15,to:300",6579
16124V72854,"from:0,to:15",0
16124V72854,"from:15,to:300",6599
47623V578084,"from:0,to:15",1
47623V578084,"from:15,to:300",6591
60256V930371,"from:0,to:15",50
60256V930371,"from:15,to:300",6539
34231V121793,"from:0,to:15",5
34231V121793,"from:15,to:300",6536
06074V805644,"from:0,to:15",29
06074V805644,"from:15,to:300",6503
38638V249003,"from:0,to:15",0
38638V249003,"from:15,to:300",6530
26685V704589,"from:0,to:15",1
26685V704589,"from:15,to:300",6514
20810V384475,"from:0,to:15",0
20810V384475,"from:15,to:300",6512
21700V2441491,"from:0,to:15",5
21700V2441491,"from:15,to:300",6499
93600V72317,"from:0,to:15",4
93600V72317,"from:15,to:300",6462
41470V1060682,"from:0,to:15",2
41470V1060682,"from:15,to:300",6456
22726V72831,"from:0,to:15",3
22726V72831,"from:15,to:300",6453
08287V444243,"from:0,to:15",14
08287V444243,"from:15,to:300",6437
25641V1699273,"from:0,to:15",0
25641V1699273,"from:15,to:300",6419
84832V705305,"from:0,to:15",11
84832V705305,"from:15,to:300",6408
21008V885200,"from:0,to:15",12
21008V885200,"from:15,to:300",6400
79813V249638,"from:0,to:15",5
79813V249638,"from:15,to:300",6358
66745V249624,"from:0,to:15",2
66745V249624,"from:15,to:300",6331
10396V705039,"from:0,to:15",0
10396V705039,"from:15,to:300",6311
47905V249548,"from:0,to:15",6
47905V249548,"from:15,to:300",6294
53771V1204217,"from:0,to:15",0
53771V1204217,"from:15,to:300",6283
89292V1060127,"from:0,to:15",11
89292V1060127,"from:15,to:300",6271
18301V1688125,"from:0,to:15",15
18301V1688125,"from:15,to:300",6260
57114V705039,"from:0,to:15",2
57114V705039,"from:15,to:300",6271
07034V805643,"from:0,to:15",3
07034V805643,"from:15,to:300",6263
84325V384020,"from:0,to:15",0
84325V384020,"from:15,to:300",6257
57502V121402,"from:0,to:15",0
57502V121402,"from:15,to:300",6251
37885V1204218,"from:0,to:15",0
37885V1204218,"from:15,to:300",6235
02967V578659,"from:0,to:15",1
02967V578659,"from:15,to:300",6225
92683V384118,"from:0,to:15",7
92683V384118,"from:15,to:300",6206
01655V704708,"from:0,to:15",1
01655V704708,"from:15,to:300",6202
66438V1688187,"from:0,to:15",6
66438V1688187,"from:15,to:300",6180
58281V249585,"from:0,to:15",21
58281V249585,"from:15,to:300",6161
01212V705242,"from:0,to:15",1
01212V705242,"from:15,to:300",6165
83119V319703,"from:0,to:15",0
83119V319703,"from:15,to:300",6161
88029V1060188,"from:0,to:15",1
88029V1060188,"from:15,to:300",6134
54236V384508,"from:0,to:15",1
54236V384508,"from:15,to:300",6127
97816V2534400,"from:0,to:15",1
97816V2534400,"from:15,to:300",6119
03414V704757,"from:0,to:15",57
03414V704757,"from:15,to:300",6048
32977V384525,"from:0,to:15",0
32977V384525,"from:15,to:300",6097
10174V2460044,"from:0,to:15",5
10174V2460044,"from:15,to:300",6076
99164V249589,"from:0,to:15",8
99164V249589,"from:15,to:300",6026
85638V249090,"from:0,to:15",10
85638V249090,"from:15,to:300",5994
71387V804910,"from:0,to:15",24
71387V804910,"from:15,to:300",5973
42324V1060631,"from:0,to:15",3
42324V1060631,"from:15,to:300",5968
19545V521390,"from:0,to:15",0
19545V521390,"from:15,to:300",5966
79196V443434,"from:0,to:15",0
79196V443434,"from:15,to:300",5961
14554V443710,"from:0,to:15",1
14554V443710,"from:15,to:300",5955
91810V2497857,"from:0,to:15",1
91810V2497857,"from:15,to:300",5943
59632V1126311,"from:0,to:15",11
59632V1126311,"from:15,to:300",5929
99624V704683,"from:0,to:15",4
99624V704683,"from:15,to:300",5929
83425V249573,"from:0,to:15",1
83425V249573,"from:15,to:300",5926
72633V2059185,"from:0,to:15",47
72633V2059185,"from:15,to:300",5879
61864V885947,"from:0,to:15",94
61864V885947,"from:15,to:300",5803
02706V320741,"from:0,to:15",0
02706V320741,"from:15,to:300",5837
46105V249580,"from:0,to:15",3
46105V249580,"from:15,to:300",5818
13124V1060174,"from:0,to:15",10
13124V1060174,"from:15,to:300",5807
64091V72859,"from:0,to:15",0
64091V72859,"from:15,to:300",5791
72861V2491863,"from:0,to:15",1
72861V2491863,"from:15,to:300",5746
46694V521392,"from:0,to:15",28
46694V521392,"from:15,to:300",5702
38240V705263,"from:0,to:15",17
38240V705263,"from:15,to:300",5697
54608V320601,"from:0,to:15",4
54608V320601,"from:15,to:300",5710
43920V121762,"from:0,to:15",3
43920V121762,"from:15,to:300",5704
04940V249444,"from:0,to:15",2
04940V249444,"from:15,to:300",5661
00520V885778,"from:0,to:15",343
00520V885778,"from:15,to:300",5277
27549V1060261,"from:0,to:15",15
27549V1060261,"from:15,to:300",5601
07349V444243,"from:0,to:15",15
07349V444243,"from:15,to:300",5564
01036V72288,"from:0,to:15",1
01036V72288,"from:15,to:300",5554
66163V21769,"from:0,to:15",23
66163V21769,"from:15,to:300",5476
78982V705294,"from:0,to:15",10
78982V705294,"from:15,to:300",5489
35588V521384,"from:0,to:15",2
35588V521384,"from:15,to:300",5469
