trp,"speed_range",Count
38918V704659,"from:15,to:300",28396
64488V930454,"from:0,to:15",2
64488V930454,"from:15,to:300",28296
82776V490668,"from:0,to:15",5
82776V490668,"from:15,to:300",28199
47254V121508,"from:0,to:15",2348
47254V121508,"from:15,to:300",25811
11446V1175840,"from:0,to:15",2
11446V1175840,"from:15,to:300",28132
46960V1060417,"from:0,to:15",2
46960V1060417,"from:15,to:300",28084
14868V805624,"from:0,to:15",12
14868V805624,"from:15,to:300",28033
87013V705063,"from:0,to:15",1717
87013V705063,"from:15,to:300",26296
54369V2511480,"from:0,to:15",41
54369V2511480,"from:15,to:300",27881
00127V1060045,"from:0,to:15",0
00127V1060045,"from:15,to:300",27884
96110V1175853,"from:0,to:15",119
96110V1175853,"from:15,to:300",27749
08952V320223,"from:0,to:15",190
08952V320223,"from:15,to:300",27612
24330V320678,"from:0,to:15",4
24330V320678,"from:15,to:300",27758
76424V22215,"from:0,to:15",73
76424V22215,"from:15,to:300",27671
33053V578221,"from:0,to:15",2
33053V578221,"from:15,to:300",27695
48837V121751,"from:0,to:15",3
48837V121751,"from:15,to:300",27621
25920V885956,"from:0,to:15",2
25920V885956,"from:15,to:300",27592
02250V930593,"from:0,to:15",524
02250V930593,"from:15,to:300",27064
95077V885274,"from:0,to:15",63
95077V885274,"from:15,to:300",27512
18953V1203536,"from:0,to:15",0
18953V1203536,"from:15,to:300",27383
34938V72813,"from:0,to:15",397
34938V72813,"from:15,to:300",26894
09610V1175654,"from:0,to:15",18
09610V1175654,"from:15,to:300",27242
88125V320152,"from:0,to:15",6
88125V320152,"from:15,to:300",27250
55183V249624,"from:0,to:15",3
55183V249624,"from:15,to:300",27236
62156V72157,"from:0,to:15",1228
62156V72157,"from:15,to:300",25889
84303V443695,"from:0,to:15",4
84303V443695,"from:15,to:300",27083
12142V249624,"from:0,to:15",5
12142V249624,"from:15,to:300",27042
10503V443986,"from:0,to:15",0
10503V443986,"from:15,to:300",26920
06809V625280,"from:0,to:15",3
06809V625280,"from:15,to:300",26796
14247V2353784,"from:0,to:15",1451
14247V2353784,"from:15,to:300",25270
04110V121776,"from:0,to:15",1858
04110V121776,"from:15,to:300",24854
78910V705216,"from:0,to:15",1
78910V705216,"from:15,to:300",26702
09726V248991,"from:0,to:15",7
09726V248991,"from:15,to:300",26685
74164V319648,"from:0,to:15",0
74164V319648,"from:15,to:300",26651
70867V521066,"from:0,to:15",3
70867V521066,"from:15,to:300",26641
68511V2673383,"from:0,to:15",1
68511V2673383,"from:15,to:300",26632
92020V443507,"from:0,to:15",0
92020V443507,"from:15,to:300",26630
90158V249040,"from:0,to:15",4
90158V249040,"from:15,to:300",26592
95459V22216,"from:0,to:15",710
95459V22216,"from:15,to:300",25870
42912V249526,"from:0,to:15",0
42912V249526,"from:15,to:300",26554
63247V3131641,"from:0,to:15",1
63247V3131641,"from:15,to:300",26471
46725V3026132,"from:0,to:15",0
46725V3026132,"from:15,to:300",26427
75832V805815,"from:0,to:15",157
75832V805815,"from:15,to:300",26215
45277V971781,"from:0,to:15",0
45277V971781,"from:15,to:300",26294
73916V805421,"from:0,to:15",2
73916V805421,"from:15,to:300",26290
00462V320124,"from:0,to:15",382
00462V320124,"from:15,to:300",25849
97054V2486454,"from:0,to:15",3
97054V2486454,"from:15,to:300",26196
74354V2518815,"from:0,to:15",2
74354V2518815,"from:15,to:300",26195
53995V443452,"from:0,to:15",0
53995V443452,"from:15,to:300",26180
65523V444273,"from:0,to:15",0
65523V444273,"from:15,to:300",26148
10662V704614,"from:0,to:15",0
10662V704614,"from:15,to:300",26135
58562V320296,"from:0,to:15",33
58562V320296,"from:15,to:300",26096
22230V121755,"from:0,to:15",1
22230V121755,"from:15,to:300",26120
31157V2782679,"from:0,to:15",0
31157V2782679,"from:15,to:300",25929
73380V121327,"from:0,to:15",482
73380V121327,"from:15,to:300",25427
47635V625643,"from:0,to:15",2225
47635V625643,"from:15,to:300",23679
17557V21908,"from:0,to:15",225
17557V21908,"from:15,to:300",25668
05933V705192,"from:0,to:15",1
05933V705192,"from:15,to:300",25815
95509V319514,"from:0,to:15",11
95509V319514,"from:15,to:300",25710
26983V971358,"from:0,to:15",0
26983V971358,"from:15,to:300",25528
00185V249528,"from:0,to:15",0
00185V249528,"from:15,to:300",25338
88855V444314,"from:0,to:15",18
88855V444314,"from:15,to:300",25311
20829V521117,"from:0,to:15",1
20829V521117,"from:15,to:300",25283
76053V319675,"from:0,to:15",15
76053V319675,"from:15,to:300",25217
83931V1822326,"from:0,to:15",674
83931V1822326,"from:15,to:300",24522
71798V319583,"from:0,to:15",2081
71798V319583,"from:15,to:300",23093
71258V805748,"from:0,to:15",123
71258V805748,"from:15,to:300",25050
57449V2237119,"from:0,to:15",0
57449V2237119,"from:15,to:300",25158
00844V249651,"from:0,to:15",27
00844V249651,"from:15,to:300",25089
80769V2460281,"from:0,to:15",10372
80769V2460281,"from:15,to:300",14737
83968V2499864,"from:0,to:15",0
83968V2499864,"from:15,to:300",25078
83421V521401,"from:0,to:15",36
83421V521401,"from:15,to:300",24976
58941V22161,"from:0,to:15",3
58941V22161,"from:15,to:300",24984
09588V1751352,"from:0,to:15",4
09588V1751352,"from:15,to:300",24975
05898V121506,"from:0,to:15",152
05898V121506,"from:15,to:300",24819
63047V249016,"from:0,to:15",51
63047V249016,"from:15,to:300",24779
00917V805315,"from:0,to:15",625
00917V805315,"from:15,to:300",24139
03836V1125958,"from:0,to:15",66
03836V1125958,"from:15,to:300",24686
79482V2435219,"from:0,to:15",0
79482V2435219,"from:15,to:300",24661
94909V444072,"from:0,to:15",2
94909V444072,"from:15,to:300",24644
92069V971506,"from:0,to:15",6
92069V971506,"from:15,to:300",24619
05406V805081,"from:0,to:15",1357
05406V805081,"from:15,to:300",23253
45653V2518816,"from:0,to:15",1
45653V2518816,"from:15,to:300",24552
71780V1683910,"from:0,to:15",2
71780V1683910,"from:15,to:300",24548
59656V2252845,"from:0,to:15",4
59656V2252845,"from:15,to:300",24465
88559V1685348,"from:0,to:15",8
88559V1685348,"from:15,to:300",24446
59274V521379,"from:0,to:15",0
59274V521379,"from:15,to:300",24393
66610V1175510,"from:0,to:15",0
66610V1175510,"from:15,to:300",24385
80351V249076,"from:0,to:15",18
80351V249076,"from:15,to:300",24332
04813V121368,"from:0,to:15",42
04813V121368,"from:15,to:300",24288
87255V443880,"from:0,to:15",135
87255V443880,"from:15,to:300",24094
00030V705190,"from:0,to:15",0
00030V705190,"from:15,to:300",24221
22224V121366,"from:0,to:15",5
22224V121366,"from:15,to:300",24205
42556V248999,"from:0,to:15",13
42556V248999,"from:15,to:300",24182
43286V1060679,"from:0,to:15",1
43286V1060679,"from:15,to:300",24175
87780V2518835,"from:0,to:15",1
87780V2518835,"from:15,to:300",24166
35229V971507,"from:0,to:15",1
35229V971507,"from:15,to:300",24143
32763V1060667,"from:0,to:15",0
32763V1060667,"from:15,to:300",24046
63354V971485,"from:0,to:15",1
63354V971485,"from:15,to:300",23960
82913V971429,"from:0,to:15",32
82913V971429,"from:15,to:300",23917
93598V22200,"from:0,to:15",76
93598V22200,"from:15,to:300",23833
77209V1060620,"from:0,to:15",2
77209V1060620,"from:15,to:300",23895
45059V705206,"from:0,to:15",0
45059V705206,"from:15,to:300",23845
41598V1175670,"from:0,to:15",68
41598V1175670,"from:15,to:300",23774
09194V804833,"from:0,to:15",1308
09194V804833,"from:15,to:300",22484
50074V1175825,"from:0,to:15",1
50074V1175825,"from:15,to:300",23706
94013V521403,"from:0,to:15",9
94013V521403,"from:15,to:300",23607
90528V249433,"from:0,to:15",47
90528V249433,"from:15,to:300",23568
05666V971546,"from:0,to:15",27
05666V971546,"from:15,to:300",23572
07937V971512,"from:0,to:15",4
07937V971512,"from:15,to:300",23583
39282V444350,"from:0,to:15",234
39282V444350,"from:15,to:300",23350
13990V971815,"from:0,to:15",90
13990V971815,"from:15,to:300",23428
05150V971798,"from:0,to:15",1
05150V971798,"from:15,to:300",23356
08776V1175849,"from:0,to:15",3
08776V1175849,"from:15,to:300",23268
47738V704809,"from:0,to:15",259
47738V704809,"from:15,to:300",22955
96899V22203,"from:0,to:15",324
96899V22203,"from:15,to:300",22873
99015V249528,"from:0,to:15",12
99015V249528,"from:15,to:300",23173
17219V705297,"from:0,to:15",16
17219V705297,"from:15,to:300",23138
84978V249052,"from:0,to:15",20
84978V249052,"from:15,to:300",23118
49769V443454,"from:0,to:15",0
49769V443454,"from:15,to:300",23057
98370V249332,"from:0,to:15",15
98370V249332,"from:15,to:300",23011
66595V521439,"from:0,to:15",4
66595V521439,"from:15,to:300",23020
13531V1059995,"from:0,to:15",0
13531V1059995,"from:15,to:300",22902
74636V704882,"from:0,to:15",7
74636V704882,"from:15,to:300",22891
13433V319582,"from:0,to:15",0
13433V319582,"from:15,to:300",22824
81103V1059995,"from:0,to:15",0
81103V1059995,"from:15,to:300",22674
56645V971498,"from:0,to:15",40
56645V971498,"from:15,to:300",22478
48451V444033,"from:0,to:15",20
48451V444033,"from:15,to:300",22475
02637V1060053,"from:0,to:15",1
02637V1060053,"from:15,to:300",22459
27094V320578,"from:0,to:15",0
27094V320578,"from:15,to:300",22229
33736V971548,"from:0,to:15",5
33736V971548,"from:15,to:300",22090
68733V2078106,"from:0,to:15",6
68733V2078106,"from:15,to:300",21979
73809V805608,"from:0,to:15",3
73809V805608,"from:15,to:300",21914
66883V930281,"from:0,to:15",2
66883V930281,"from:15,to:300",21883
07818V705239,"from:0,to:15",0
07818V705239,"from:15,to:300",21816
96583V971490,"from:0,to:15",4
96583V971490,"from:15,to:300",21794
90523V804810,"from:0,to:15",2473
90523V804810,"from:15,to:300",19323
57807V22155,"from:0,to:15",4
57807V22155,"from:15,to:300",21786
10437V704575,"from:0,to:15",0
10437V704575,"from:15,to:300",21672
75618V1201956,"from:0,to:15",10
75618V1201956,"from:15,to:300",21630
01992V805682,"from:0,to:15",5
01992V805682,"from:15,to:300",21602
18073V249438,"from:0,to:15",11
18073V249438,"from:15,to:300",21586
99115V249438,"from:0,to:15",280
99115V249438,"from:15,to:300",21288
76940V1685349,"from:0,to:15",546
76940V1685349,"from:15,to:300",20963
25694V2370584,"from:0,to:15",0
25694V2370584,"from:15,to:300",21485
05713V2518807,"from:0,to:15",0
05713V2518807,"from:15,to:300",21410
00203V444270,"from:0,to:15",15
00203V444270,"from:15,to:300",21383
21405V2607269,"from:0,to:15",0
21405V2607269,"from:15,to:300",21357
61732V1126304,"from:0,to:15",9
61732V1126304,"from:15,to:300",21264
74259V384510,"from:0,to:15",60
74259V384510,"from:15,to:300",21154
93717V320578,"from:0,to:15",4
93717V320578,"from:15,to:300",21127
56300V1175677,"from:0,to:15",1
56300V1175677,"from:15,to:300",21042
59628V885948,"from:0,to:15",25
59628V885948,"from:15,to:300",20913
48755V72825,"from:0,to:15",7
48755V72825,"from:15,to:300",20929
47215V121446,"from:0,to:15",19
47215V121446,"from:15,to:300",20881
96103V384037,"from:0,to:15",1
96103V384037,"from:15,to:300",20897
30384V971782,"from:0,to:15",0
30384V971782,"from:15,to:300",20886
84578V319700,"from:0,to:15",8
84578V319700,"from:15,to:300",20877
30377V1175836,"from:0,to:15",2
30377V1175836,"from:15,to:300",20870
49827V971809,"from:0,to:15",21
49827V971809,"from:15,to:300",20771
12612V2054733,"from:0,to:15",0
12612V2054733,"from:15,to:300",20757
48351V2411216,"from:0,to:15",887
48351V2411216,"from:15,to:300",19857
20435V804835,"from:0,to:15",8
20435V804835,"from:15,to:300",20731
27813V705193,"from:0,to:15",0
27813V705193,"from:15,to:300",20683
32362V1126287,"from:0,to:15",3
32362V1126287,"from:15,to:300",20655
24546V1126310,"from:0,to:15",41
24546V1126310,"from:15,to:300",20616
27123V1060652,"from:0,to:15",1
27123V1060652,"from:15,to:300",20573
32268V1060625,"from:0,to:15",1
32268V1060625,"from:15,to:300",20558
01316V804837,"from:0,to:15",15
01316V804837,"from:15,to:300",20459
49425V320594,"from:0,to:15",63
49425V320594,"from:15,to:300",20385
35984V249453,"from:0,to:15",17
35984V249453,"from:15,to:300",20412
20911V121329,"from:0,to:15",3
20911V121329,"from:15,to:300",20379
54357V805355,"from:0,to:15",47
54357V805355,"from:15,to:300",20329
61760V521240,"from:0,to:15",34
61760V521240,"from:15,to:300",20316
59048V2545015,"from:0,to:15",1
59048V2545015,"from:15,to:300",20305
62514V971819,"from:0,to:15",0
62514V971819,"from:15,to:300",20239
64455V181051,"from:0,to:15",52
64455V181051,"from:15,to:300",20160
53984V181332,"from:0,to:15",1
53984V181332,"from:15,to:300",20174
58027V1787933,"from:0,to:15",0
58027V1787933,"from:15,to:300",20143
06390V1204620,"from:0,to:15",2
06390V1204620,"from:15,to:300",20137
69779V1175882,"from:0,to:15",8
69779V1175882,"from:15,to:300",20119
62208V885951,"from:0,to:15",1
62208V885951,"from:15,to:300",20041
99593V72151,"from:0,to:15",0
99593V72151,"from:15,to:300",20025
74031V1857387,"from:0,to:15",139
74031V1857387,"from:15,to:300",19845
07122V443593,"from:0,to:15",113
07122V443593,"from:15,to:300",19836
54929V805598,"from:0,to:15",0
54929V805598,"from:15,to:300",19918
08733V384357,"from:0,to:15",10
08733V384357,"from:15,to:300",19891
33729V805012,"from:0,to:15",57
33729V805012,"from:15,to:300",19824
04513V121565,"from:0,to:15",16
04513V121565,"from:15,to:300",19847
18257V2078120,"from:0,to:15",5
18257V2078120,"from:15,to:300",19809
51202V1175558,"from:0,to:15",8
51202V1175558,"from:15,to:300",19802
90304V1787932,"from:0,to:15",0
90304V1787932,"from:15,to:300",19754
13943V384566,"from:0,to:15",5
13943V384566,"from:15,to:300",19713
77208V2370670,"from:0,to:15",1
77208V2370670,"from:15,to:300",19686
85531V141906,"from:0,to:15",435
85531V141906,"from:15,to:300",19149
70248V804944,"from:0,to:15",2
70248V804944,"from:15,to:300",19572
01482V248909,"from:0,to:15",4
01482V248909,"from:15,to:300",19562
09784V249609,"from:0,to:15",12
09784V249609,"from:15,to:300",19551
39215V320588,"from:0,to:15",3
39215V320588,"from:15,to:300",19539
88975V805079,"from:0,to:15",61
88975V805079,"from:15,to:300",19477
05641V1175817,"from:0,to:15",8
05641V1175817,"from:15,to:300",19466
84069V444048,"from:0,to:15",0
84069V444048,"from:15,to:300",19388
79102V971505,"from:0,to:15",2
79102V971505,"from:15,to:300",19364
14875V249119,"from:0,to:15",79
14875V249119,"from:15,to:300",19243
10248V704627,"from:0,to:15",2
10248V704627,"from:15,to:300",19237
99296V1811761,"from:0,to:15",0
99296V1811761,"from:15,to:300",19229
88584V704881,"from:0,to:15",123
88584V704881,"from:15,to:300",19076
16793V804739,"from:0,to:15",5
16793V804739,"from:15,to:300",19188
68804V121330,"from:0,to:15",80
68804V121330,"from:15,to:300",19107
37917V2055257,"from:0,to:15",19
37917V2055257,"from:15,to:300",19138
30193V2370595,"from:0,to:15",1
30193V2370595,"from:15,to:300",19136
32253V1060171,"from:0,to:15",10
32253V1060171,"from:15,to:300",19112
88287V805625,"from:0,to:15",625
88287V805625,"from:15,to:300",18483
62393V72804,"from:0,to:15",2
62393V72804,"from:15,to:300",19081
90316V704817,"from:0,to:15",193
90316V704817,"from:15,to:300",18883
45342V320223,"from:0,to:15",18
45342V320223,"from:15,to:300",19036
14664V930577,"from:0,to:15",6
14664V930577,"from:15,to:300",18976
63934V319531,"from:0,to:15",0
63934V319531,"from:15,to:300",18860
07608V384566,"from:0,to:15",1103
07608V384566,"from:15,to:300",17531
56466V804740,"from:0,to:15",1
56466V804740,"from:15,to:300",18613
58372V1175478,"from:0,to:15",0
58372V1175478,"from:15,to:300",18579
75649V249438,"from:0,to:15",2
75649V249438,"from:15,to:300",18554
86659V384478,"from:0,to:15",0
86659V384478,"from:15,to:300",18540
79479V885468,"from:0,to:15",2
79479V885468,"from:15,to:300",18437
90217V705217,"from:0,to:15",154
90217V705217,"from:15,to:300",18258
95419V704716,"from:0,to:15",8
95419V704716,"from:15,to:300",18398
01749V885956,"from:0,to:15",18
01749V885956,"from:15,to:300",18367
43294V181263,"from:0,to:15",0
43294V181263,"from:15,to:300",18372
12515V805011,"from:0,to:15",359
12515V805011,"from:15,to:300",17994
49248V444298,"from:0,to:15",12
49248V444298,"from:15,to:300",18323
58061V2388178,"from:0,to:15",19
58061V2388178,"from:15,to:300",18294
01646V121757,"from:0,to:15",3
01646V121757,"from:15,to:300",18305
04340V1885974,"from:0,to:15",1
04340V1885974,"from:15,to:300",18271
56100V804816,"from:0,to:15",10
56100V804816,"from:15,to:300",18245
77570V384357,"from:0,to:15",93
77570V384357,"from:15,to:300",18126
95678V1125814,"from:0,to:15",6
95678V1125814,"from:15,to:300",18212
48362V320684,"from:0,to:15",6
48362V320684,"from:15,to:300",18158
23527V1125822,"from:0,to:15",2
23527V1125822,"from:15,to:300",18147
56109V1060668,"from:0,to:15",0
56109V1060668,"from:15,to:300",18138
19008V578644,"from:0,to:15",2
19008V578644,"from:15,to:300",18135
99999V2568304,"from:0,to:15",0
99999V2568304,"from:15,to:300",18104
00574V705301,"from:0,to:15",345
00574V705301,"from:15,to:300",17736
45129V22190,"from:0,to:15",1
45129V22190,"from:15,to:300",17987
04544V181344,"from:0,to:15",116
04544V181344,"from:15,to:300",17846
27549V971415,"from:0,to:15",8
27549V971415,"from:15,to:300",17938
49146V443594,"from:0,to:15",1
49146V443594,"from:15,to:300",17923
18129V804739,"from:0,to:15",0
18129V804739,"from:15,to:300",17917
61047V704835,"from:0,to:15",192
61047V704835,"from:15,to:300",17702
82101V443758,"from:0,to:15",19
82101V443758,"from:15,to:300",17811
46101V249040,"from:0,to:15",1
46101V249040,"from:15,to:300",17818
50233V320584,"from:0,to:15",0
50233V320584,"from:15,to:300",17772
64567V181310,"from:0,to:15",5
64567V181310,"from:15,to:300",17750
97150V2368685,"from:0,to:15",252
97150V2368685,"from:15,to:300",17432
98232V704720,"from:0,to:15",10
98232V704720,"from:15,to:300",17626
28135V121429,"from:0,to:15",7
28135V121429,"from:15,to:300",17513
99329V72503,"from:0,to:15",25
99329V72503,"from:15,to:300",17492
22203V249614,"from:0,to:15",0
22203V249614,"from:15,to:300",17502
37490V704612,"from:0,to:15",0
37490V704612,"from:15,to:300",17497
98306V885361,"from:0,to:15",18
98306V885361,"from:15,to:300",17456
62778V805646,"from:0,to:15",0
62778V805646,"from:15,to:300",17412
23323V805716,"from:0,to:15",2
23323V805716,"from:15,to:300",17381
92079V1206412,"from:0,to:15",0
92079V1206412,"from:15,to:300",17353
47719V443837,"from:0,to:15",57
47719V443837,"from:15,to:300",17255
12611V705265,"from:0,to:15",1
12611V705265,"from:15,to:300",17275
56976V705216,"from:0,to:15",55
56976V705216,"from:15,to:300",17220
77240V121772,"from:0,to:15",4
77240V121772,"from:15,to:300",17165
15000V319707,"from:0,to:15",542
15000V319707,"from:15,to:300",16581
20412V578630,"from:0,to:15",0
20412V578630,"from:15,to:300",17098
04468V805022,"from:0,to:15",26
04468V805022,"from:15,to:300",17055
53882V181287,"from:0,to:15",6
53882V181287,"from:15,to:300",17005
84355V1175837,"from:0,to:15",26
84355V1175837,"from:15,to:300",16938
07313V444252,"from:0,to:15",1
07313V444252,"from:15,to:300",16951
79445V249004,"from:0,to:15",1
79445V249004,"from:15,to:300",16910
03840V320612,"from:0,to:15",6
03840V320612,"from:15,to:300",16898
18012V444303,"from:0,to:15",2
18012V444303,"from:15,to:300",16881
42726V805610,"from:0,to:15",8
42726V805610,"from:15,to:300",16836
06872V2518838,"from:0,to:15",3
06872V2518838,"from:15,to:300",16754
00617V930469,"from:0,to:15",446
00617V930469,"from:15,to:300",16305
00000V443437,"from:0,to:15",0
00000V443437,"from:15,to:300",16719
45383V319532,"from:0,to:15",2
45383V319532,"from:15,to:300",16702
76881V578085,"from:0,to:15",1
76881V578085,"from:15,to:300",16700
18049V1175491,"from:0,to:15",3
18049V1175491,"from:15,to:300",16680
15070V1822328,"from:0,to:15",3184
15070V1822328,"from:15,to:300",13468
09750V705194,"from:0,to:15",0
09750V705194,"from:15,to:300",16635
22761V443202,"from:0,to:15",2
22761V443202,"from:15,to:300",16545
79361V248910,"from:0,to:15",1
79361V248910,"from:15,to:300",16502
61137V2423227,"from:0,to:15",35
61137V2423227,"from:15,to:300",16436
89574V704631,"from:0,to:15",1
89574V704631,"from:15,to:300",16467
55347V180935,"from:0,to:15",2
55347V180935,"from:15,to:300",16433
51118V1060054,"from:0,to:15",0
51118V1060054,"from:15,to:300",16399
22136V804961,"from:0,to:15",0
22136V804961,"from:15,to:300",16318
98103V578629,"from:0,to:15",0
98103V578629,"from:15,to:300",16228
00870V1204449,"from:0,to:15",3
00870V1204449,"from:15,to:300",16176
31556V249594,"from:0,to:15",6
31556V249594,"from:15,to:300",16135
43112V320576,"from:0,to:15",1651
43112V320576,"from:15,to:300",14411
22576V805808,"from:0,to:15",265
22576V805808,"from:15,to:300",15795
71728V443308,"from:0,to:15",11
71728V443308,"from:15,to:300",16030
25819V2511481,"from:0,to:15",137
25819V2511481,"from:15,to:300",15865
23265V885928,"from:0,to:15",5
23265V885928,"from:15,to:300",15930
29934V705212,"from:0,to:15",0
29934V705212,"from:15,to:300",15917
96154V1060634,"from:0,to:15",2
96154V1060634,"from:15,to:300",15908
03149V885274,"from:0,to:15",0
03149V885274,"from:15,to:300",15831
79722V971837,"from:0,to:15",26
79722V971837,"from:15,to:300",15734
94855V705200,"from:0,to:15",0
94855V705200,"from:15,to:300",15727
62753V444229,"from:0,to:15",0
62753V444229,"from:15,to:300",15705
90532V320610,"from:0,to:15",13
90532V320610,"from:15,to:300",15678
17482V249119,"from:0,to:15",23
17482V249119,"from:15,to:300",15663
51706V805611,"from:0,to:15",1
51706V805611,"from:15,to:300",15683
31475V885919,"from:0,to:15",11
31475V885919,"from:15,to:300",15573
42420V320754,"from:0,to:15",27
42420V320754,"from:15,to:300",15555
55875V885917,"from:0,to:15",12
55875V885917,"from:15,to:300",15569
97726V384079,"from:0,to:15",97
97726V384079,"from:15,to:300",15481
25833V121761,"from:0,to:15",7
25833V121761,"from:15,to:300",15565
13191V930624,"from:0,to:15",0
13191V930624,"from:15,to:300",15571
25280V41723,"from:0,to:15",138
25280V41723,"from:15,to:300",15396
20571V320577,"from:0,to:15",2
20571V320577,"from:15,to:300",15423
62931V705208,"from:0,to:15",13
62931V705208,"from:15,to:300",15403
29810V804818,"from:0,to:15",10
29810V804818,"from:15,to:300",15404
15659V249545,"from:0,to:15",1
15659V249545,"from:15,to:300",15375
25589V249575,"from:0,to:15",6
25589V249575,"from:15,to:300",15364
53019V1201959,"from:0,to:15",0
53019V1201959,"from:15,to:300",15365
10763V885364,"from:0,to:15",2
10763V885364,"from:15,to:300",15351
92382V72805,"from:0,to:15",8
92382V72805,"from:15,to:300",15294
74461V805599,"from:0,to:15",1
74461V805599,"from:15,to:300",15266
90666V320576,"from:0,to:15",2
90666V320576,"from:15,to:300",15203
02175V930310,"from:0,to:15",2
02175V930310,"from:15,to:300",15196
20895V805602,"from:0,to:15",2
20895V805602,"from:15,to:300",15126
54946V249000,"from:0,to:15",0
54946V249000,"from:15,to:300",15077
63327V578083,"from:0,to:15",117
63327V578083,"from:15,to:300",14923
35340V1175843,"from:0,to:15",8
35340V1175843,"from:15,to:300",14957
08162V578326,"from:0,to:15",13
08162V578326,"from:15,to:300",14890
17953V1060671,"from:0,to:15",0
17953V1060671,"from:15,to:300",14884
39028V1201951,"from:0,to:15",2
39028V1201951,"from:15,to:300",14856
93228V578071,"from:0,to:15",66
93228V578071,"from:15,to:300",14766
06362V2533432,"from:0,to:15",0
06362V2533432,"from:15,to:300",14788
03486V319647,"from:0,to:15",3
03486V319647,"from:15,to:300",14706
43040V705210,"from:0,to:15",1
43040V705210,"from:15,to:300",14675
03141V885951,"from:0,to:15",0
03141V885951,"from:15,to:300",14655
81157V319534,"from:0,to:15",1
81157V319534,"from:15,to:300",14654
96093V1793842,"from:0,to:15",2
96093V1793842,"from:15,to:300",14569
27944V705215,"from:0,to:15",1
27944V705215,"from:15,to:300",14540
65896V704749,"from:0,to:15",23
65896V704749,"from:15,to:300",14498
32939V578683,"from:0,to:15",13
32939V578683,"from:15,to:300",14504
87495V2442199,"from:0,to:15",0
87495V2442199,"from:15,to:300",14490
25258V521404,"from:0,to:15",19
25258V521404,"from:15,to:300",14460
76956V249059,"from:0,to:15",4
76956V249059,"from:15,to:300",14451
00786V249561,"from:0,to:15",5
00786V249561,"from:15,to:300",14446
29591V705257,"from:0,to:15",2
29591V705257,"from:15,to:300",14445
35424V21953,"from:0,to:15",14
35424V21953,"from:15,to:300",14420
02269V704697,"from:0,to:15",3
02269V704697,"from:15,to:300",14426
69037V625235,"from:0,to:15",4
69037V625235,"from:15,to:300",14368
89862V443455,"from:0,to:15",40
89862V443455,"from:15,to:300",14302
65732V578598,"from:0,to:15",0
65732V578598,"from:15,to:300",14337
45854V971841,"from:0,to:15",7
45854V971841,"from:15,to:300",14328
04267V1175832,"from:0,to:15",3
04267V1175832,"from:15,to:300",14321
93565V2411267,"from:0,to:15",1
93565V2411267,"from:15,to:300",14319
20191V705201,"from:0,to:15",0
20191V705201,"from:15,to:300",14312
01671V1125911,"from:0,to:15",315
01671V1125911,"from:15,to:300",13988
09480V72828,"from:0,to:15",11
09480V72828,"from:15,to:300",14292
48498V1125765,"from:0,to:15",3
48498V1125765,"from:15,to:300",14259
04914V319700,"from:0,to:15",2
04914V319700,"from:15,to:300",14246
41909V2583664,"from:0,to:15",0
41909V2583664,"from:15,to:300",14221
17350V1885991,"from:0,to:15",0
17350V1885991,"from:15,to:300",14206
08615V2398666,"from:0,to:15",0
08615V2398666,"from:15,to:300",14203
00438V971359,"from:0,to:15",0
00438V971359,"from:15,to:300",14183
58272V2583663,"from:0,to:15",0
58272V2583663,"from:15,to:300",14166
63512V705075,"from:0,to:15",20
63512V705075,"from:15,to:300",14143
69255V249530,"from:0,to:15",1
69255V249530,"from:15,to:300",14153
17975V1820899,"from:0,to:15",0
17975V1820899,"from:15,to:300",14146
44161V2411262,"from:0,to:15",0
44161V2411262,"from:15,to:300",14137
88480V2562065,"from:0,to:15",0
88480V2562065,"from:15,to:300",14102
33545V1219589,"from:0,to:15",107
33545V1219589,"from:15,to:300",13994
63721V578598,"from:0,to:15",0
63721V578598,"from:15,to:300",14072
45876V1060635,"from:0,to:15",7
45876V1060635,"from:15,to:300",14043
92533V444218,"from:0,to:15",0
92533V444218,"from:15,to:300",14014
85000V249072,"from:0,to:15",4
85000V249072,"from:15,to:300",14004
93618V930601,"from:0,to:15",23
93618V930601,"from:15,to:300",13983
93168V22215,"from:0,to:15",2
93168V22215,"from:15,to:300",14002
78704V121429,"from:0,to:15",7
78704V121429,"from:15,to:300",13994
73725V320638,"from:0,to:15",12
73725V320638,"from:15,to:300",13983
89964V805663,"from:0,to:15",6
89964V805663,"from:15,to:300",13890
46017V704684,"from:0,to:15",0
46017V704684,"from:15,to:300",13851
18573V444291,"from:0,to:15",98
18573V444291,"from:15,to:300",13748
08325V705282,"from:0,to:15",30
08325V705282,"from:15,to:300",13804
81921V2407139,"from:0,to:15",74
81921V2407139,"from:15,to:300",13713
92859V805620,"from:0,to:15",0
92859V805620,"from:15,to:300",13779
06438V2413672,"from:0,to:15",0
06438V2413672,"from:15,to:300",13775
12393V249627,"from:0,to:15",0
12393V249627,"from:15,to:300",13755
56742V1126289,"from:0,to:15",0
56742V1126289,"from:15,to:300",13739
20407V805602,"from:0,to:15",3
20407V805602,"from:15,to:300",13620
33731V249521,"from:0,to:15",1
33731V249521,"from:15,to:300",13506
20803V249448,"from:0,to:15",12
20803V249448,"from:15,to:300",13467
36831V1060669,"from:0,to:15",4
36831V1060669,"from:15,to:300",13470
99454V104306,"from:0,to:15",233
